emp.var.rate,cons.price.idx,euribor3m,duration,poutcome_n
1.1,93.994,4.859,133.0,0.0
1.1,93.994,4.864,224.0,0.0
1.4,93.918,4.961,156.0,0.0
-0.1,93.2,4.12,406.0,0.0
1.4,94.465,4.961,316.0,0.0
1.4,94.465,4.865,384.0,0.0
1.4,93.444,4.965,79.0,0.0
1.1,93.994,4.857,316.0,0.0
1.1,93.994,4.857,77.0,0.0
-1.8,93.075,1.479,326.0,0.0
1.1,93.994,4.855,181.0,0.0
1.1,93.994,4.856,110.0,0.0
-1.8,92.893,1.299,274.0,0.0
1.4,94.465,4.866,1018.0,0.0
1.1,93.994,4.857,126.0,0.0
1.1,93.994,4.86,17.0,0.0
-0.1,93.2,4.12,225.0,0.0
1.4,94.465,4.96,69.0,0.0
1.1,93.994,4.86,301.0,0.0
1.1,93.994,4.855,551.0,0.0
1.1,93.994,4.857,38.0,0.0
1.1,93.994,4.859,109.0,0.0
1.4,94.465,4.865,464.0,0.0
-1.8,92.893,1.291,306.0,0.0
1.1,93.994,4.856,93.0,0.0
1.4,93.918,4.963,97.0,0.0
1.1,93.994,4.856,129.0,0.0
-3.4,92.649,0.718,96.0,0.0
1.4,93.918,4.968,175.0,0.0
1.1,93.994,4.856,99.0,0.0
-2.9,92.963,1.26,382.0,0.0
1.1,93.994,4.857,528.0,0.0
1.4,93.444,4.964,204.0,0.0
1.4,93.918,4.956,220.0,0.0
1.4,93.918,4.963,189.0,0.0
-2.9,92.469,1.029,188.0,0.0
-1.8,92.893,1.266,406.0,0.0
-1.8,93.075,1.405,401.0,0.0
1.4,93.444,4.964,259.0,0.0
-0.1,93.2,4.021,224.0,1.0
-1.8,93.075,1.365,119.0,0.0
-1.8,92.893,1.25,184.0,0.0
-1.8,92.893,1.327,160.0,0.0
-0.1,93.2,4.12,112.0,0.0
1.4,93.918,4.959,425.0,0.0
1.4,94.465,4.96,320.0,0.0
-1.8,92.893,1.327,155.0,1.0
1.4,93.444,4.967,1357.0,0.0
1.4,93.444,4.965,72.0,0.0
-1.8,92.893,1.354,90.0,0.0
1.4,93.444,4.968,105.0,0.0
-1.8,92.843,1.602,163.0,0.0
-2.9,92.201,0.883,140.0,0.0
-1.8,92.893,1.327,184.0,1.0
-1.8,92.893,1.291,369.0,0.0
-0.1,93.2,4.021,230.0,0.0
-1.8,92.893,1.25,20.0,0.0
1.4,94.465,4.865,23.0,0.0
1.4,94.465,4.962,129.0,0.0
-1.1,94.199,0.876,216.0,0.0
1.4,94.465,4.967,141.0,0.0
-1.8,93.369,0.654,456.0,2.0
1.4,93.444,4.966,31.0,0.0
1.1,93.994,4.857,106.0,0.0
1.4,93.918,4.956,134.0,0.0
-0.1,93.2,4.12,82.0,1.0
1.1,93.994,4.857,293.0,0.0
-1.8,92.893,1.299,439.0,0.0
-3.0,92.713,0.714,182.0,1.0
-1.8,93.075,1.445,169.0,1.0
-1.8,93.075,1.41,667.0,0.0
-0.1,93.2,4.076,39.0,0.0
1.4,93.918,4.968,81.0,0.0
1.4,94.465,4.961,123.0,0.0
1.4,93.918,4.958,330.0,0.0
-1.8,92.893,1.313,240.0,0.0
-1.8,92.893,1.266,19.0,0.0
1.4,93.444,4.964,185.0,0.0
1.1,93.994,4.856,66.0,0.0
1.4,93.918,4.963,369.0,0.0
1.4,93.918,4.961,199.0,0.0
-1.8,92.893,1.281,143.0,0.0
-1.8,92.893,1.327,446.0,1.0
1.4,93.444,4.966,158.0,0.0
-0.1,93.2,4.12,103.0,0.0
1.4,93.918,4.962,212.0,0.0
-1.8,92.893,1.313,1281.0,0.0
1.4,94.465,4.866,92.0,0.0
-0.1,93.2,4.191,170.0,0.0
1.4,93.444,4.964,12.0,0.0
1.4,93.918,4.968,78.0,0.0
-1.8,92.893,1.334,117.0,0.0
-1.1,94.199,0.879,452.0,2.0
1.4,93.918,4.961,162.0,0.0
-2.9,92.963,1.26,92.0,1.0
1.4,93.918,4.962,97.0,0.0
-1.8,92.893,1.344,209.0,1.0
-1.8,93.075,1.41,249.0,0.0
-1.8,92.893,1.291,277.0,0.0
-1.8,92.893,1.291,184.0,0.0
-0.1,93.2,4.153,154.0,0.0
1.1,93.994,4.856,256.0,0.0
1.1,93.994,4.857,296.0,0.0
-0.1,93.2,4.12,226.0,0.0
1.1,93.994,4.857,246.0,0.0
-1.8,92.843,1.811,116.0,0.0
1.4,93.444,4.967,124.0,0.0
1.4,94.465,4.961,88.0,0.0
-1.8,93.075,1.405,164.0,0.0
1.4,93.918,4.957,166.0,0.0
-1.8,92.893,1.327,213.0,0.0
-1.8,92.893,1.299,214.0,0.0
1.1,93.994,4.857,111.0,0.0
1.1,93.994,4.857,140.0,0.0
1.4,93.918,4.962,359.0,0.0
-3.4,92.431,0.733,127.0,1.0
-1.8,93.075,1.423,466.0,1.0
1.1,93.994,4.857,87.0,0.0
1.1,93.994,4.855,164.0,0.0
-3.4,92.379,0.762,267.0,1.0
1.4,93.444,4.964,69.0,0.0
-1.8,93.075,1.41,316.0,1.0
1.4,93.444,4.965,105.0,0.0
-0.1,93.2,4.153,313.0,0.0
-3.4,92.431,0.739,283.0,1.0
-1.8,92.893,1.281,12.0,0.0
1.4,93.918,4.962,39.0,0.0
1.1,93.994,4.86,240.0,0.0
1.4,93.444,4.964,138.0,0.0
1.1,93.994,4.855,288.0,0.0
1.4,93.444,4.964,390.0,0.0
1.4,93.444,4.964,109.0,0.0
1.4,94.465,4.967,118.0,0.0
-1.8,92.893,1.266,14.0,0.0
-0.1,93.2,4.12,103.0,0.0
1.4,94.465,4.866,185.0,0.0
1.4,93.444,4.965,135.0,0.0
1.1,93.994,4.855,209.0,0.0
1.4,93.918,4.962,76.0,0.0
1.4,94.465,4.96,144.0,0.0
1.4,93.444,4.964,202.0,0.0
-1.8,92.893,1.244,64.0,0.0
-1.8,92.893,1.299,643.0,0.0
-1.8,92.893,1.344,266.0,1.0
1.1,93.994,4.858,412.0,0.0
1.1,93.994,4.858,151.0,0.0
-1.8,93.075,1.405,94.0,0.0
-0.1,93.2,4.153,203.0,0.0
1.4,93.444,4.97,372.0,0.0
1.4,94.465,4.96,178.0,0.0
1.4,93.918,4.963,121.0,0.0
1.1,93.994,4.859,582.0,0.0
1.4,94.465,4.864,187.0,0.0
1.1,93.994,4.857,186.0,0.0
-3.4,92.379,0.753,195.0,0.0
-0.1,93.2,4.12,680.0,1.0
1.1,93.994,4.856,35.0,0.0
-1.7,94.027,0.9,453.0,1.0
1.4,94.465,4.864,112.0,0.0
-0.1,93.2,4.406,107.0,0.0
1.1,93.994,4.857,313.0,0.0
-1.8,93.075,1.405,60.0,0.0
1.1,93.994,4.86,91.0,0.0
1.1,93.994,4.86,184.0,0.0
1.4,93.918,4.962,499.0,0.0
1.4,93.918,4.957,212.0,0.0
1.1,93.994,4.859,230.0,0.0
-1.8,92.893,1.291,631.0,2.0
1.4,93.918,4.963,311.0,0.0
1.4,93.918,4.961,802.0,0.0
-0.1,93.2,4.076,305.0,0.0
-0.1,93.2,4.153,136.0,0.0
1.4,93.918,4.962,31.0,0.0
1.4,94.465,4.864,604.0,0.0
1.4,93.918,4.957,254.0,0.0
1.1,93.994,4.857,162.0,0.0
-1.8,92.893,1.313,207.0,0.0
1.4,93.918,4.96,143.0,0.0
-1.8,92.893,1.313,273.0,1.0
1.4,93.918,4.957,96.0,0.0
-0.1,93.2,4.076,693.0,0.0
1.1,93.994,4.857,207.0,0.0
1.4,93.444,4.964,233.0,0.0
1.4,94.465,4.962,321.0,0.0
1.1,93.994,4.86,651.0,0.0
1.1,93.994,4.858,371.0,0.0
-0.1,93.2,4.12,144.0,0.0
-0.1,93.2,4.021,44.0,0.0
-1.8,92.893,1.354,195.0,1.0
-1.8,93.369,0.635,236.0,2.0
-2.9,92.201,0.869,313.0,1.0
1.4,93.918,4.961,305.0,0.0
-2.9,92.201,0.873,75.0,2.0
-1.8,93.075,1.365,555.0,0.0
-1.8,92.893,1.266,139.0,0.0
-1.8,92.893,1.327,198.0,1.0
-2.9,92.963,1.26,447.0,2.0
1.1,93.994,4.857,188.0,0.0
1.1,93.994,4.86,285.0,0.0
-0.1,93.2,4.12,616.0,0.0
-1.8,92.893,1.327,248.0,0.0
1.4,93.444,4.965,128.0,0.0
1.1,93.994,4.857,204.0,0.0
1.1,93.994,4.858,16.0,0.0
1.4,93.918,4.961,232.0,0.0
-1.8,92.893,1.334,130.0,0.0
1.4,93.444,4.967,71.0,0.0
1.4,94.465,4.959,95.0,0.0
-1.8,93.075,1.445,124.0,0.0
-1.8,93.749,0.659,91.0,0.0
1.4,93.444,4.965,342.0,0.0
-0.1,93.2,4.191,213.0,0.0
1.4,94.465,4.958,107.0,0.0
1.1,93.994,4.857,611.0,0.0
-1.8,92.893,1.281,788.0,0.0
1.4,93.918,4.962,72.0,0.0
1.4,93.918,4.961,464.0,0.0
1.1,93.994,4.856,77.0,0.0
-2.9,92.469,0.979,219.0,0.0
-1.7,94.215,0.899,117.0,1.0
-2.9,92.963,1.266,164.0,2.0
1.1,93.994,4.855,120.0,0.0
-0.1,93.2,4.153,596.0,0.0
-1.8,92.893,1.313,216.0,1.0
1.4,93.918,4.962,189.0,0.0
-3.4,92.649,0.72,358.0,0.0
1.4,93.918,4.962,262.0,0.0
-1.8,92.893,1.244,953.0,0.0
1.1,93.994,4.855,403.0,0.0
1.1,93.994,4.857,253.0,0.0
-1.8,92.893,1.25,676.0,0.0
1.1,93.994,4.857,110.0,0.0
-0.1,93.2,4.076,203.0,0.0
-2.9,92.201,0.851,84.0,0.0
1.4,93.918,4.963,187.0,0.0
1.4,93.444,4.965,286.0,0.0
1.4,94.465,4.96,108.0,0.0
1.4,93.444,4.964,201.0,0.0
-1.8,92.893,1.266,60.0,1.0
1.4,94.465,4.961,78.0,0.0
-1.8,93.075,1.405,108.0,0.0
-3.0,92.713,0.721,310.0,0.0
1.4,93.918,4.962,56.0,0.0
-1.8,92.893,1.25,109.0,0.0
1.4,93.918,4.961,225.0,0.0
-2.9,92.963,1.26,125.0,0.0
1.4,93.444,4.964,143.0,0.0
-0.1,93.2,4.191,116.0,0.0
1.4,93.918,4.963,68.0,0.0
1.1,93.994,4.859,283.0,0.0
-1.8,93.075,1.498,251.0,1.0
-0.1,93.2,4.021,22.0,0.0
-1.8,92.893,1.344,142.0,1.0
1.4,93.444,4.967,397.0,0.0
1.4,93.918,4.961,580.0,0.0
-1.8,92.893,1.327,87.0,0.0
1.4,93.918,4.963,114.0,0.0
-1.8,92.893,1.354,592.0,2.0
-1.8,93.075,1.405,68.0,1.0
1.4,93.444,4.962,70.0,0.0
1.4,93.918,4.961,233.0,0.0
1.4,93.918,4.961,255.0,0.0
1.4,93.918,4.962,155.0,0.0
1.4,93.444,4.963,310.0,0.0
1.4,93.918,4.957,164.0,0.0
1.1,93.994,4.86,170.0,0.0
-0.1,93.2,4.191,61.0,0.0
1.4,94.465,4.959,492.0,0.0
1.4,93.918,4.962,72.0,0.0
1.4,93.918,4.963,782.0,0.0
1.4,93.444,4.965,99.0,0.0
1.4,94.465,4.962,84.0,0.0
1.4,93.918,4.962,92.0,0.0
1.1,93.994,4.858,168.0,0.0
1.4,93.918,4.957,528.0,0.0
1.4,94.465,4.962,163.0,0.0
-0.1,93.2,4.153,76.0,0.0
-1.8,93.075,1.405,514.0,0.0
1.4,94.465,4.967,516.0,0.0
-1.8,93.075,1.405,154.0,1.0
1.4,94.465,4.958,1618.0,0.0
-0.1,93.2,4.191,59.0,0.0
1.4,93.918,4.961,394.0,0.0
1.1,93.994,4.856,378.0,0.0
-0.1,93.2,4.191,747.0,0.0
1.1,93.994,4.856,29.0,0.0
1.4,93.444,4.967,244.0,0.0
-1.8,92.893,1.281,187.0,0.0
-0.1,93.2,4.153,82.0,1.0
1.4,93.444,4.963,35.0,0.0
1.1,93.994,4.855,2087.0,0.0
-0.1,93.2,4.021,306.0,0.0
1.4,93.444,4.964,875.0,0.0
1.1,93.994,4.857,181.0,0.0
-1.8,92.893,1.266,283.0,0.0
-0.1,93.2,4.191,1449.0,0.0
1.4,93.444,4.965,317.0,0.0
1.4,94.465,4.864,633.0,0.0
1.1,93.994,4.856,56.0,0.0
1.4,94.465,4.959,950.0,0.0
1.1,93.994,4.857,863.0,0.0
-1.8,92.893,1.327,19.0,1.0
1.4,93.444,4.965,1000.0,0.0
1.4,94.465,4.864,216.0,0.0
-1.8,92.893,1.25,172.0,0.0
-1.8,92.893,1.25,58.0,1.0
1.4,93.918,4.962,172.0,0.0
1.1,93.994,4.855,331.0,0.0
-0.1,93.2,4.191,96.0,0.0
-1.8,92.893,1.281,513.0,1.0
1.4,94.465,4.865,142.0,0.0
1.4,93.444,4.966,109.0,0.0
-0.1,93.2,4.12,250.0,0.0
1.1,93.994,4.855,369.0,0.0
1.1,93.994,4.857,796.0,0.0
1.4,94.465,4.866,59.0,0.0
-1.8,92.893,1.244,165.0,0.0
1.1,93.994,4.857,202.0,0.0
-1.8,92.893,1.281,204.0,0.0
-1.8,92.893,1.281,77.0,1.0
-1.8,92.893,1.327,79.0,0.0
-0.1,93.2,4.021,23.0,0.0
1.1,93.994,4.857,219.0,0.0
1.4,94.465,4.959,168.0,0.0
1.1,93.994,4.857,251.0,0.0
1.4,93.444,4.963,118.0,0.0
1.4,94.465,4.959,59.0,0.0
1.1,93.994,4.856,270.0,0.0
1.1,93.994,4.857,240.0,0.0
1.4,93.918,4.963,175.0,0.0
-1.8,93.075,1.405,62.0,0.0
1.1,93.994,4.857,261.0,0.0
1.4,94.465,4.958,54.0,0.0
-1.8,92.893,1.266,170.0,0.0
1.4,93.918,4.962,216.0,0.0
-1.8,93.075,1.405,126.0,0.0
1.4,93.918,4.963,59.0,0.0
-1.8,92.893,1.25,218.0,0.0
1.4,93.918,4.96,153.0,0.0
1.4,93.918,4.959,407.0,0.0
-1.8,93.075,1.41,567.0,0.0
-3.0,92.713,0.72,110.0,2.0
1.1,93.994,4.857,154.0,0.0
1.1,93.994,4.857,118.0,0.0
-1.7,94.055,0.723,208.0,0.0
-1.8,92.893,1.281,65.0,0.0
1.4,93.918,4.958,334.0,0.0
1.1,93.994,4.864,35.0,0.0
-1.8,92.893,1.313,936.0,0.0
1.4,94.465,4.962,18.0,0.0
1.4,94.465,4.864,142.0,0.0
-0.1,93.2,4.076,69.0,0.0
-1.1,94.767,1.041,419.0,1.0
1.4,94.465,4.959,183.0,0.0
-1.7,94.027,0.89,17.0,0.0
1.1,93.994,4.857,67.0,0.0
1.1,93.994,4.858,77.0,0.0
1.4,94.465,4.864,35.0,0.0
1.4,93.444,4.963,96.0,0.0
1.4,93.918,4.962,357.0,0.0
-1.8,92.893,1.266,430.0,0.0
-1.8,92.893,1.264,265.0,0.0
-3.0,92.713,0.708,410.0,0.0
1.4,94.465,4.962,190.0,0.0
1.1,93.994,4.856,101.0,0.0
-2.9,92.201,0.873,136.0,1.0
1.4,93.918,4.962,41.0,0.0
-1.8,92.893,1.281,992.0,0.0
1.4,93.918,4.963,962.0,0.0
-0.1,93.2,4.021,126.0,1.0
-2.9,92.201,0.883,408.0,0.0
1.1,93.994,4.855,384.0,0.0
1.4,94.465,4.967,217.0,0.0
1.4,94.465,4.959,138.0,0.0
1.1,93.994,4.856,3.0,0.0
1.4,93.444,4.965,490.0,0.0
-3.0,92.713,0.706,893.0,0.0
-1.8,92.893,1.327,302.0,1.0
1.1,93.994,4.86,30.0,0.0
-0.1,93.2,4.153,505.0,0.0
-2.9,92.201,0.884,213.0,0.0
-2.9,92.963,1.215,67.0,2.0
1.4,93.918,4.957,1147.0,0.0
-1.8,92.893,1.299,332.0,0.0
-2.9,92.963,1.268,126.0,0.0
1.4,94.465,4.865,266.0,0.0
1.4,93.918,4.963,379.0,0.0
1.4,93.918,4.963,1187.0,0.0
-1.8,92.893,1.27,45.0,1.0
-1.8,93.075,1.405,73.0,1.0
1.4,94.465,4.865,372.0,0.0
1.1,93.994,4.856,984.0,0.0
-1.8,92.893,1.313,851.0,0.0
1.4,93.444,4.963,377.0,0.0
1.4,93.918,4.962,1014.0,0.0
-0.1,93.2,4.076,952.0,0.0
-1.8,93.075,1.466,475.0,1.0
-1.1,94.601,0.987,219.0,1.0
-1.8,92.893,1.25,476.0,0.0
1.4,94.465,4.864,179.0,0.0
1.1,93.994,4.855,260.0,0.0
1.1,93.994,4.857,160.0,0.0
1.4,93.918,4.961,497.0,0.0
1.1,93.994,4.858,57.0,0.0
1.4,93.444,4.966,418.0,0.0
1.4,93.444,4.966,150.0,0.0
-3.4,92.431,0.728,156.0,0.0
1.4,94.465,4.967,136.0,0.0
1.4,94.465,4.864,258.0,0.0
1.4,93.918,4.962,332.0,0.0
1.4,93.918,4.958,171.0,0.0
1.4,93.918,4.962,141.0,0.0
1.4,94.465,4.96,123.0,0.0
-1.8,92.893,1.344,301.0,1.0
1.4,94.465,4.961,353.0,0.0
1.4,93.918,4.962,60.0,0.0
1.1,93.994,4.864,1236.0,0.0
-1.8,92.893,1.334,340.0,0.0
-1.8,92.843,1.726,301.0,0.0
1.4,94.465,4.959,179.0,0.0
1.4,93.918,4.96,178.0,0.0
-3.4,92.379,0.781,121.0,0.0
1.4,93.444,4.964,124.0,0.0
1.4,94.465,4.958,58.0,0.0
-1.8,93.749,0.642,176.0,0.0
1.4,93.918,4.955,102.0,0.0
-0.1,93.2,4.12,145.0,0.0
1.1,93.994,4.857,141.0,0.0
1.4,93.918,4.96,1002.0,0.0
-1.8,93.075,1.423,110.0,1.0
-1.8,92.893,1.27,294.0,1.0
-1.8,92.893,1.244,143.0,0.0
-1.8,92.893,1.344,131.0,0.0
-1.8,93.369,0.643,593.0,1.0
1.1,93.994,4.859,110.0,0.0
-1.8,92.893,1.281,163.0,1.0
-1.8,92.893,1.313,154.0,0.0
1.4,93.444,4.964,316.0,0.0
1.4,93.918,4.962,101.0,0.0
-1.8,92.893,1.299,400.0,1.0
1.1,93.994,4.857,198.0,0.0
-0.1,93.2,4.021,379.0,0.0
1.4,93.918,4.961,157.0,0.0
1.1,93.994,4.855,156.0,0.0
1.4,93.444,4.965,103.0,0.0
-1.8,92.893,1.299,251.0,0.0
-1.8,93.075,1.466,1138.0,1.0
-2.9,92.963,1.26,80.0,0.0
1.1,93.994,4.857,42.0,0.0
-1.8,93.075,1.365,68.0,2.0
1.4,93.444,4.963,79.0,0.0
1.4,93.918,4.962,61.0,0.0
-3.4,92.431,0.724,190.0,2.0
-1.8,92.893,1.25,167.0,0.0
1.1,93.994,4.855,665.0,0.0
1.4,93.444,4.964,974.0,0.0
1.4,94.465,4.967,262.0,0.0
-1.8,92.893,1.25,270.0,0.0
1.4,93.918,4.961,277.0,0.0
1.1,93.994,4.86,293.0,0.0
1.4,93.918,4.962,317.0,0.0
-1.8,93.075,1.423,82.0,0.0
1.4,93.918,4.963,118.0,0.0
1.4,94.465,4.959,11.0,0.0
1.4,93.444,4.968,89.0,0.0
-0.1,93.2,4.153,275.0,0.0
1.4,93.918,4.959,141.0,0.0
-1.7,94.215,0.793,182.0,0.0
1.4,93.918,4.96,112.0,0.0
1.4,93.918,4.958,259.0,0.0
1.4,94.465,4.961,626.0,0.0
1.4,93.918,4.961,124.0,0.0
-1.8,92.893,1.259,190.0,0.0
1.1,93.994,4.857,220.0,0.0
-2.9,92.201,0.859,280.0,0.0
1.4,93.444,4.97,107.0,0.0
-1.1,94.199,0.879,173.0,0.0
1.1,93.994,4.864,398.0,0.0
-1.8,93.749,0.663,262.0,1.0
-0.1,93.2,4.076,88.0,1.0
1.4,93.444,4.966,189.0,0.0
1.4,94.465,4.864,180.0,0.0
1.1,93.994,4.857,145.0,0.0
-3.0,92.713,0.707,213.0,0.0
1.4,93.918,4.962,329.0,0.0
1.4,93.444,4.963,87.0,0.0
-1.8,92.893,1.344,659.0,1.0
1.4,94.465,4.958,97.0,0.0
1.4,93.444,4.963,67.0,0.0
1.1,93.994,4.855,208.0,0.0
1.4,93.444,4.964,381.0,0.0
-1.8,92.893,1.334,241.0,0.0
1.1,93.994,4.86,90.0,0.0
-2.9,92.201,0.838,242.0,2.0
1.4,94.465,4.864,156.0,0.0
1.4,93.918,4.963,156.0,0.0
-0.1,93.2,4.021,455.0,0.0
1.4,94.465,4.864,58.0,0.0
-1.8,93.075,1.423,251.0,0.0
-0.1,93.2,4.153,67.0,1.0
-1.1,94.601,0.987,786.0,0.0
1.4,93.444,4.965,160.0,0.0
1.4,93.918,4.962,152.0,0.0
-0.1,93.2,4.076,20.0,0.0
1.1,93.994,4.857,667.0,0.0
1.1,93.994,4.864,159.0,0.0
1.1,93.994,4.857,183.0,0.0
1.4,93.444,4.966,166.0,0.0
-3.4,92.431,0.735,197.0,0.0
-3.4,92.431,0.742,200.0,0.0
1.4,94.465,4.961,63.0,0.0
1.1,93.994,4.86,65.0,0.0
-1.8,93.075,1.415,201.0,1.0
1.4,93.918,4.961,790.0,0.0
1.4,94.465,4.967,94.0,0.0
-1.8,92.893,1.266,173.0,1.0
1.4,93.918,4.963,139.0,0.0
-1.8,92.893,1.244,102.0,0.0
1.4,93.444,4.962,1037.0,0.0
1.1,93.994,4.857,195.0,0.0
1.1,93.994,4.856,191.0,0.0
1.4,93.444,4.965,327.0,0.0
1.4,93.918,4.963,60.0,0.0
-2.9,92.201,0.873,112.0,0.0
1.4,93.918,4.961,167.0,0.0
-1.8,92.893,1.281,54.0,2.0
-3.4,92.431,0.728,139.0,0.0
1.1,93.994,4.856,116.0,0.0
-1.1,94.601,1.016,268.0,1.0
-1.8,92.893,1.299,156.0,0.0
-1.1,94.601,0.942,197.0,0.0
1.4,93.918,4.962,58.0,0.0
1.4,94.465,4.866,65.0,0.0
-0.1,93.2,4.12,88.0,1.0
-1.1,94.601,1.032,129.0,0.0
-1.8,93.876,0.668,131.0,2.0
-1.8,93.075,1.435,339.0,0.0
-1.8,92.893,1.313,498.0,1.0
1.1,93.994,4.857,397.0,0.0
1.4,93.918,4.962,250.0,0.0
1.4,93.444,4.963,173.0,0.0
1.4,93.444,4.967,84.0,0.0
-1.8,92.893,1.25,676.0,0.0
1.4,93.444,4.965,109.0,0.0
-0.1,93.2,4.021,63.0,0.0
-1.8,92.893,1.244,176.0,0.0
-3.4,92.649,0.719,272.0,0.0
1.4,93.444,4.962,72.0,0.0
1.4,93.918,4.96,79.0,0.0
-2.9,92.201,0.884,432.0,2.0
1.4,93.918,4.963,38.0,0.0
-1.8,92.893,1.327,652.0,1.0
-1.8,92.893,1.313,15.0,0.0
-3.4,92.431,0.728,83.0,2.0
-0.1,93.2,4.191,70.0,0.0
1.4,93.444,4.962,58.0,0.0
1.4,93.444,4.968,180.0,0.0
1.4,94.465,4.959,45.0,0.0
1.1,93.994,4.857,197.0,0.0
1.4,93.444,4.966,201.0,0.0
-1.1,94.199,0.884,97.0,1.0
1.4,93.918,4.958,125.0,0.0
-2.9,92.201,0.861,123.0,0.0
1.4,93.444,4.966,93.0,0.0
1.4,93.918,4.957,61.0,0.0
1.4,93.444,4.963,210.0,0.0
1.1,93.994,4.858,298.0,0.0
-0.1,93.2,4.12,267.0,0.0
1.4,93.918,4.962,455.0,0.0
1.4,94.465,4.959,458.0,0.0
1.1,93.994,4.855,453.0,0.0
-0.1,93.2,4.191,264.0,0.0
-3.4,92.431,0.742,167.0,0.0
1.4,94.465,4.961,104.0,0.0
1.1,93.994,4.857,253.0,0.0
1.4,93.918,4.961,107.0,0.0
-1.8,92.893,1.313,78.0,1.0
1.4,93.444,4.963,332.0,0.0
1.4,93.918,4.961,85.0,0.0
-3.4,92.431,0.733,344.0,2.0
-1.8,93.075,1.405,73.0,1.0
1.1,93.994,4.855,279.0,0.0
-1.8,92.893,1.281,83.0,0.0
1.4,93.918,4.961,246.0,0.0
-1.8,92.893,1.266,334.0,0.0
1.4,93.918,4.957,346.0,0.0
1.1,93.994,4.859,251.0,0.0
-2.9,92.201,0.883,190.0,0.0
-2.9,92.963,1.26,155.0,1.0
-0.1,93.2,4.191,433.0,0.0
-1.8,92.893,1.281,147.0,0.0
1.1,93.994,4.859,76.0,0.0
1.4,93.444,4.964,99.0,0.0
1.1,93.994,4.858,86.0,0.0
1.4,93.444,4.963,793.0,0.0
1.4,93.444,4.963,47.0,0.0
1.4,93.444,4.965,190.0,0.0
1.4,93.444,4.963,111.0,0.0
-0.1,93.2,4.12,314.0,0.0
-1.8,92.893,1.264,100.0,0.0
1.4,94.465,4.866,221.0,0.0
1.4,93.918,4.961,84.0,0.0
-1.8,93.075,1.365,135.0,0.0
-1.8,92.893,1.313,813.0,0.0
-1.8,93.075,1.483,80.0,0.0
-1.8,92.893,1.313,77.0,0.0
-1.8,93.075,1.466,357.0,1.0
1.1,93.994,4.859,199.0,0.0
-1.8,93.369,0.646,180.0,2.0
1.4,93.444,4.963,111.0,0.0
1.4,93.918,4.963,154.0,0.0
-0.1,93.2,4.076,75.0,0.0
-1.8,92.893,1.291,750.0,0.0
1.4,94.465,4.865,39.0,0.0
-1.8,93.369,0.652,284.0,0.0
1.1,93.994,4.86,746.0,0.0
1.4,93.444,4.964,68.0,0.0
-0.1,93.2,4.12,152.0,0.0
1.4,93.444,4.967,536.0,0.0
-0.1,93.2,4.153,77.0,0.0
1.1,93.994,4.857,179.0,0.0
1.1,93.994,4.857,133.0,0.0
1.4,94.465,4.967,78.0,0.0
1.4,93.918,4.962,85.0,0.0
-1.8,92.893,1.266,109.0,1.0
-1.8,92.843,1.602,140.0,0.0
-1.8,93.876,0.682,309.0,2.0
1.4,94.465,4.866,163.0,0.0
1.1,93.994,4.857,557.0,0.0
-1.8,92.893,1.344,206.0,1.0
-3.0,92.713,0.712,155.0,1.0
1.4,93.918,4.963,963.0,0.0
-0.1,93.2,4.12,242.0,0.0
1.1,93.994,4.856,93.0,0.0
1.4,93.444,4.966,136.0,0.0
1.4,93.918,4.963,123.0,0.0
-1.8,93.876,0.682,172.0,1.0
1.4,93.444,4.966,34.0,0.0
1.4,93.918,4.963,11.0,0.0
1.4,93.918,4.961,162.0,0.0
1.4,93.444,4.965,425.0,0.0
1.4,93.918,4.962,154.0,0.0
-1.8,92.893,1.25,23.0,1.0
-0.1,93.2,4.12,259.0,0.0
-1.8,92.893,1.25,57.0,0.0
-1.8,92.893,1.299,160.0,0.0
-1.8,93.876,0.668,552.0,2.0
-0.1,93.2,4.12,820.0,0.0
-1.8,92.893,1.313,90.0,0.0
-2.9,92.963,1.262,154.0,1.0
-1.8,92.893,1.291,34.0,0.0
1.4,93.444,4.964,36.0,0.0
1.4,93.918,4.961,196.0,0.0
1.4,93.444,4.965,205.0,0.0
-1.8,92.893,1.25,667.0,0.0
-1.8,93.749,0.659,449.0,2.0
1.4,94.465,4.947,93.0,0.0
-0.1,93.2,4.021,148.0,0.0
-2.9,92.201,0.854,207.0,0.0
1.4,93.918,4.962,28.0,0.0
1.4,94.465,4.864,123.0,0.0
1.1,93.994,4.857,211.0,0.0
-2.9,92.201,0.825,207.0,1.0
1.4,94.465,4.959,29.0,0.0
1.4,94.465,4.959,577.0,0.0
-0.1,93.2,4.12,408.0,1.0
1.4,94.465,4.959,10.0,0.0
-1.8,93.876,0.699,309.0,1.0
-0.1,93.2,4.153,273.0,0.0
1.1,93.994,4.857,474.0,0.0
1.1,93.994,4.857,1597.0,0.0
1.4,94.465,4.866,234.0,0.0
-0.1,93.2,4.076,221.0,0.0
1.4,93.444,4.964,111.0,0.0
1.1,93.994,4.859,522.0,0.0
1.4,94.465,4.866,432.0,0.0
1.4,93.918,4.961,662.0,0.0
1.4,93.918,4.968,67.0,0.0
1.4,94.465,4.866,397.0,0.0
-1.8,92.893,1.259,176.0,0.0
-1.8,93.075,1.41,375.0,0.0
1.4,94.465,4.866,159.0,0.0
1.1,93.994,4.859,21.0,0.0
